attendance_id,dli_number,parade_date,attendance_status,late_status,excused_leave
ATT05135,DLI23SDA000068,2025-08-24,Present,NO,no
ATT08180,DLI24SDA000058,2025-03-29,PRESENT,NO,No
ATT07933,DLI24SDA000053,2025-09-21,present,N,No
ATT02392,DLI23SDA000011,2025-03-02,Present,No,N
ATT08061,DLI24SDA000056,2024-09-08,Present,no,No
ATT01059,DLI22SDA000040,2024-09-08,Absent,No,No
ATT05994,DLI24SDA000015,2025-09-06,Present,No,NO
ATT06922,DLI24SDA000033,2026-01-31,Present,No,N
ATT07428,DLI24SDA000043,2025-12-08,Present,NO,N
ATT06255,DLI24SDA000020,2025-12-08,ABSENT,No,No
ATT10302,DLI25SDA000062,2026-04-18,Present,No,NO
ATT04410,DLI23SDA000053,2025-04-12,Absent,No,No
ATT07070,DLI24SDA000036,2025-11-15,Present,no,no
ATT00151,DLI22SDA000006,2024-11-30,Present,NO,No
ATT04707,DLI23SDA000059,2025-10-05,Present,No,NO
ATT05818,DLI24SDA000012,2024-09-14,Present,No,N
ATT02706,DLI23SDA000017,2026-05-17,Present,N,No
ATT00204,DLI22SDA000008,2024-11-17,Present,NO,No
ATT00662,DLI22SDA000025,2024-11-10,Present,No,No
ATT08603,DLI24SDA000066,2026-01-17,Present,N,N
ATT04700,DLI23SDA000059,2025-05-03,Present,no,N
ATT06489,DLI24SDA000025,2024-11-17,Present,no,No
ATT03830,DLI23SDA000041,2025-01-26,Present,no,No
ATT00167,DLI22SDA000007,2024-09-01,Absent,N,NO
ATT10928,DLI23SDA009802,2025-05-03,absent,Yes,N
ATT02216,DLI23SDA000007,2026-01-17,Present,N,N
ATT07789,DLI24SDA000050,2026-01-31,Present,N,No
ATT08916,DLI25SDA000004,2026-07-25,P,No,No
ATT00090,DLI22SDA000004,2024-10-04,Present,N,no
ATT03264,DLI23SDA000029,2025-09-06,present,No,No
ATT07245,DLI24SDA000040,2024-09-08,Present,NO,NO
ATT07272,DLI24SDA000040,2025-10-05,Present,No,NO
ATT02727,DLI23SDA000018,2025-02-01,Present,No,No
ATT05208,DLI23SDA000070,2024-09-08,Present,No,No
ATT06892,DLI24SDA000033,2024-10-13,P,no,NO
ATT01549,DLI22SDA000058,2024-10-13,Absent,N,No
ATT09368,DLI25SDA000023,2026-05-02,Present,No,No
ATT03825,DLI23SDA000041,2024-11-17,Present,No,No
ATT09736,DLI25SDA000039,2025-09-21,Present,NO,No
ATT01707,DLI22SDA000064,2024-09-08,Present,No,N
ATT07286,DLI24SDA000040,2026-05-02,Present,no,no
ATT04426,DLI23SDA000053,2026-01-31,Present,No,NO
ATT10850,DLI23SDA009802,2025-11-15,Present,no,Yes
ATT07032,DLI24SDA000035,2026-05-17,Absent,NO,no
ATT02740,DLI23SDA000018,2025-10-16,Present,NO,NO
ATT07837,DLI24SDA000051,2026-01-03,present,N,No
ATT04544,DLI23SDA000056,2024-11-10,Present,NO,No
ATT03969,DLI23SDA000044,2024-11-17,Present,NO,NO
ATT06578,DLI24SDA000027,2024-08-08,Present,no,No
ATT09989,DLI25SDA000049,2026-03-28,Present,NO,no
ATT06014,DLI24SDA000015,2026-07-18,ABSENT,N,N
ATT03406,DLI23SDA000032,2025-08-17,Present,NO,No
ATT02561,DLI23SDA000014,2026-05-02,Present,no,No
ATT02535,DLI23SDA000014,2025-02-01,PRESENT,No,no
ATT10588,DLI26SDA000022,2026-07-11,Absent,N,NO
ATT10936,DLI23SDA009802,2026-02-28,Present,N,N
ATT02199,DLI23SDA000007,2025-02-01,Absent,N,N
ATT09905,DLI25SDA000046,2025-09-28,Absent,NO,No
ATT03807,DLI23SDA000040,2026-04-18,present,no,no
ATT09583,DLI25SDA000032,2026-04-25,Present,no,no
ATT04247,DLI23SDA000050,2024-09-01,Present,NO,No
ATT01537,DLI22SDA000057,2025-04-27,PRESENT,NO,NO
ATT03641,DLI23SDA000037,2025-03-29,Present,no,no
ATT09849,DLI25SDA000043,2026-05-17,Absent,no,No
ATT03014,DLI23SDA000024,2025-01-26,A,No,No
ATT03653,DLI23SDA000037,2025-11-15,Present,No,No
ATT05542,DLI24SDA000006,2026-01-03,Present,N,N
ATT01261,DLI22SDA000047,2025-01-05,Present,no,No
ATT03640,DLI23SDA000037,2025-03-02,Present,NO,NO
ATT04141,DLI23SDA000047,2026-03-21,Present,No,NO
ATT03747,DLI23SDA000039,2025-10-05,present,No,no
ATT10608,DLI26SDA000028,2026-07-25,Absent,No,no
ATT01213,DLI22SDA000045,2025-04-27,Absent,NO,NO
ATT01421,DLI22SDA000053,2024-12-07,Present,Yes,No
ATT08633,DLI24SDA000067,2024-12-07,ABSENT,no,no
ATT06322,DLI24SDA000022,2024-08-04,Present,No,No
ATT05409,DLI24SDA000004,2024-09-08,Present,No,N
ATT08102,DLI24SDA000056,2026-05-02,Present,N,N
ATT06029,DLI24SDA000016,2024-11-10,Present,NO,No
ATT10036,DLI25SDA000051,2026-03-21,Present,Yes,N
ATT09917,DLI25SDA000046,2026-03-28,Present,No,NO
ATT00300,DLI22SDA000012,2024-08-17,Absent,No,Yes
ATT05570,DLI24SDA000007,2024-11-10,Absent,NO,no
ATT01296,DLI22SDA000048,2025-05-10,Present,no,No
ATT04779,DLI23SDA000061,2024-10-04,Present,no,No
ATT06875,DLI24SDA000032,2026-03-28,Absent,no,No
ATT06827,DLI24SDA000031,2026-05-02,P,yes,No
ATT01134,DLI22SDA000042,2025-05-10,Present,NO,no
ATT00343,DLI22SDA000013,2025-01-05,Present,NO,N
ATT05174,DLI23SDA000069,2025-01-26,Present,N,No
ATT08654,DLI24SDA000067,2026-01-17,ABSENT,No,Y
ATT01045,DLI22SDA000039,2025-01-05,Present,no,no
ATT04708,DLI23SDA000059,2025-10-16,Present,No,No
ATT04158,DLI23SDA000048,2024-10-26,A,No,N
ATT02403,DLI23SDA000011,2025-10-05,Present,No,N
ATT06157,DLI24SDA000018,2026-01-31,Present,NO,N
ATT00002,DLI22SDA000001,2024-08-08,Present,yes,N
ATT02779,DLI23SDA000019,2025-04-27,Present,N,no
ATT01838,DLI22SDA000069,2024-08-08,Present,No,No
ATT09445,DLI25SDA000027,2025-08-17,Absent,No,N
ATT09970,DLI25SDA000048,2026-07-11,Present,NO,No
ATT01146,DLI22SDA000043,2024-10-26,Present,no,no
ATT02410,DLI23SDA000011,2026-01-31,Present,NO,No
ATT08398,DLI24SDA000062,2026-01-03,Present,NO,No
ATT10597,DLI26SDA000025,2026-07-11,Present,N,N
ATT04982,DLI23SDA000065,2025-01-26,Present,no,NO
ATT01767,DLI22SDA000066,2024-10-26,P,no,No
ATT01310,DLI22SDA000049,2024-11-10,Absent,No,No
ATT09635,DLI25SDA000034,2026-07-18,Present,no,no
ATT08254,DLI24SDA000059,2026-04-25,P,N,NO
ATT04008,DLI23SDA000045,2024-09-08,Absent,No,No
ATT04532,DLI23SDA000056,2024-08-08,Present,No,N
ATT00607,DLI22SDA000023,2024-10-31,Present,N,no
ATT10045,DLI25SDA000052,2025-08-17,Present,NO,no
ATT07156,DLI24SDA000038,2025-01-05,Present,No,NO
ATT00333,DLI22SDA000013,2024-10-04,present,no,N
ATT09107,DLI25SDA000012,2026-07-18,Present,no,no
ATT08656,DLI24SDA000067,2026-01-31,present,N,NO
ATT01812,DLI22SDA000068,2024-08-17,Present,N,NO
ATT01891,DLI23SDA000001,2024-08-04,Present,No,N
ATT02121,DLI23SDA000005,2026-01-24,Present,No,NO
ATT06558,DLI24SDA000026,2025-10-05,present,no,No
ATT03185,DLI23SDA000027,2026-05-02,Present,N,No
ATT07671,DLI24SDA000048,2025-04-12,Present,YES,No
ATT10053,DLI25SDA000052,2025-12-08,Present,NO,no
ATT03733,DLI23SDA000039,2025-01-05,Present,NO,No
ATT00417,DLI22SDA000016,2024-10-26,Present,no,no
ATT04380,DLI23SDA000052,2026-02-28,Present,no,no
ATT00686,DLI22SDA000026,2024-10-20,Present,No,no
ATT04496,DLI23SDA000055,2024-11-10,Present,no,No
ATT06747,DLI24SDA000030,2024-12-15,Present,no,no
ATT01158,DLI22SDA000043,2025-04-12,Present,Y,no
ATT00111,DLI22SDA000005,2024-08-17,Present,No,No
ATT10647,DLI26SDA000041,2026-07-25,Present,NO,No
ATT04096,DLI23SDA000046,2026-04-25,Present,yes,No
ATT03437,DLI23SDA000033,2024-10-20,P,NO,No
ATT01724,DLI22SDA000064,2025-03-29,Present,No,N
ATT05448,DLI24SDA000004,2026-04-18,Present,No,No
ATT09108,DLI25SDA000012,2026-07-25,Absent,No,No
ATT03055,DLI23SDA000025,2024-10-31,Present,No,NO
ATT06520,DLI24SDA000025,2026-04-25,Present,N,No
ATT07616,DLI24SDA000047,2025-01-26,Present,No,No
ATT01630,DLI22SDA000061,2024-10-13,Present,no,NO
ATT04971,DLI23SDA000065,2024-10-04,Present,no,No
ATT00728,DLI22SDA000027,2025-05-03,present,N,N
ATT01831,DLI22SDA000068,2025-03-02,P,No,NO
ATT07990,DLI24SDA000054,2026-01-03,Present,NO,no
ATT03225,DLI23SDA000028,2026-01-24,Present,No,N
ATT09949,DLI25SDA000048,2025-08-17,Present,no,No
ATT04568,DLI23SDA000056,2026-01-17,Present,NO,No
ATT02202,DLI23SDA000007,2025-04-12,Present,No,NO
ATT05301,DLI24SDA000001,2026-07-25,PRESENT,No,N
ATT03526,DLI23SDA000035,2024-08-24,Present,No,N
ATT02223,DLI23SDA000007,2026-04-18,Present,NO,NO
ATT09418,DLI25SDA000025,2026-07-11,Present,No,No
ATT04735,DLI23SDA000060,2024-10-31,Present,N,No
ATT02597,DLI23SDA000015,2025-11-15,Present,no,N
ATT03259,DLI23SDA000029,2025-04-27,Present,NO,NO
ATT07054,DLI24SDA000036,2025-01-05,Present,N,no
ATT08579,DLI24SDA000066,2024-11-10,Present,N,No
ATT03468,DLI23SDA000033,2026-02-28,Absent,N,no
ATT01203,DLI22SDA000045,2024-11-17,Absent,No,Yes
ATT03995,DLI23SDA000044,2026-02-08,Present,YES,No
ATT03722,DLI23SDA000039,2024-09-22,Present,N,no
ATT09625,DLI25SDA000034,2026-01-31,Present,NO,NO
ATT08748,DLI24SDA000069,2025-09-06,P,No,No
ATT03972,DLI23SDA000044,2024-12-15,Present,No,no
ATT01459,DLI22SDA000055,2024-08-04,Present,No,No
ATT10361,DLI25SDA000065,2025-09-28,Present,no,No
ATT08666,DLI24SDA000067,2026-07-18,Present,N,No
ATT06839,DLI24SDA000032,2024-09-22,P,Yes,NO
ATT04250,DLI23SDA000050,2024-09-22,Present,Yes,NO
ATT01944,DLI23SDA000002,2024-09-08,Present,no,No
ATT01577,DLI22SDA000059,2024-10-20,Absent,No,NO
ATT08854,DLI25SDA000002,2026-01-03,Present,NO,No
ATT04954,DLI23SDA000064,2026-01-31,Present,No,NO
ATT01013,DLI22SDA000038,2024-11-10,Present,no,N
ATT01988,DLI23SDA000003,2024-08-08,Present,Yes,No
ATT02678,DLI23SDA000017,2025-01-26,Present,Y,no
ATT05185,DLI23SDA000069,2025-09-21,Present,No,No
ATT03375,DLI23SDA000031,2026-04-18,Present,No,N
ATT00842,DLI22SDA000032,2024-09-01,Present,no,No
ATT02150,DLI23SDA000006,2025-01-26,Absent,No,Yes
ATT00489,DLI22SDA000019,2024-08-17,Present,NO,No
ATT03034,DLI23SDA000024,2026-01-31,PRESENT,N,N
ATT08057,DLI24SDA000056,2024-08-08,Present,No,no
ATT05396,DLI24SDA000003,2026-03-28,Present,N,No
ATT03469,DLI23SDA000033,2026-03-21,Present,Yes,NO
ATT09607,DLI25SDA000033,2026-04-25,Present,No,No
ATT09747,DLI25SDA000039,2026-02-28,Present,NO,NO
ATT02011,DLI23SDA000003,2025-04-27,Present,No,no
ATT09357,DLI25SDA000023,2025-12-08,Absent,NO,N
ATT03608,DLI23SDA000036,2026-01-17,Present,N,no
ATT09767,DLI25SDA000040,2026-01-17,Present,NO,N
ATT07134,DLI24SDA000037,2026-05-17,Present,No,No
ATT03533,DLI23SDA000035,2024-10-20,Present,N,no
ATT10091,DLI25SDA000053,2026-07-18,absent,NO,no
ATT03668,DLI23SDA000038,2024-08-08,Present,No,no
ATT10642,DLI26SDA000040,2026-07-11,Present,no,N
ATT10113,DLI25SDA000054,2026-05-17,Present,NO,No
ATT07722,DLI24SDA000049,2025-04-12,Present,no,no
ATT06849,DLI24SDA000032,2024-12-15,Present,No,No
ATT08389,DLI24SDA000062,2025-08-17,Absent,no,Y
ATT07504,DLI24SDA000045,2024-10-13,Present,N,N
ATT10959,DLI23SDA009405,2026-07-11,Present,yes,No
ATT04750,DLI23SDA000060,2025-08-17,Absent,No,N
ATT10390,DLI25SDA000066,2026-01-03,present,NO,no
ATT08294,DLI24SDA000060,2025-11-15,Present,no,N
ATT08098,DLI24SDA000056,2026-03-21,P,No,no
ATT09156,DLI25SDA000014,2026-07-25,Present,N,N
ATT00265,DLI22SDA000010,2025-03-02,Present,N,No
ATT08883,DLI25SDA000003,2026-02-28,Absent,N,no
ATT07490,DLI24SDA000044,2026-05-02,Present,No,NO
ATT09822,DLI25SDA000042,2026-04-18,Present,No,NO
ATT07402,DLI24SDA000043,2024-10-13,Present,No,NO
ATT10825,DLI23SDA009850,2025-11-15,PRESENT,Yes,N
ATT05759,DLI24SDA000010,2026-07-18,Present,no,No
ATT03419,DLI23SDA000032,2026-02-08,Present,NO,no
ATT00889,DLI22SDA000033,2025-04-27,Present,N,NO
ATT07654,DLI24SDA000048,2024-09-14,Present,no,No
ATT03768,DLI23SDA000040,2024-09-08,Present,no,N
ATT01169,DLI22SDA000044,2024-09-22,PRESENT,no,No
ATT05806,DLI24SDA000011,2026-04-25,Present,N,no
ATT05737,DLI24SDA000010,2025-08-17,Present,no,No
ATT09026,DLI25SDA000009,2026-02-08,Present,No,N
ATT01403,DLI22SDA000052,2025-05-03,Present,NO,No
ATT08091,DLI24SDA000056,2025-12-08,Absent,NO,yes
ATT02173,DLI23SDA000006,2026-03-21,Present,N,No
ATT09302,DLI25SDA000021,2025-08-24,Present,N,NO
ATT07865,DLI24SDA000052,2024-11-10,Present,No,No
ATT08634,DLI24SDA000067,2024-12-15,Absent,N,No
ATT06495,DLI24SDA000025,2025-02-01,Present,No,NO
ATT05024,DLI23SDA000066,2024-11-10,ABSENT,NO,Y
ATT08123,DLI24SDA000057,2024-12-07,P,No,no
ATT04931,DLI23SDA000064,2024-12-07,Present,No,No
ATT02753,DLI23SDA000018,2026-05-02,PRESENT,No,NO
ATT10385,DLI25SDA000066,2025-09-28,present,NO,no
ATT00591,DLI22SDA000022,2025-04-12,Present,NO,no
ATT03558,DLI23SDA000035,2025-12-08,Present,no,No
ATT02306,DLI23SDA000009,2025-09-28,Present,NO,no
ATT00801,DLI22SDA000030,2024-12-15,Absent,N,No
ATT06644,DLI24SDA000028,2024-12-07,Absent,N,N
ATT05164,DLI23SDA000069,2024-10-13,Present,No,No
ATT01616,DLI22SDA000060,2025-03-29,Present,NO,no
ATT01195,DLI22SDA000045,2024-09-14,Absent,No,N
ATT02549,DLI23SDA000014,2025-11-15,P,yes,no
ATT05638,DLI24SDA000008,2025-09-21,Present,no,No
ATT03598,DLI23SDA000036,2025-08-17,Present,NO,N
ATT04034,DLI23SDA000045,2025-09-28,present,NO,N
ATT10646,DLI26SDA000041,2026-07-18,Present,No,No
ATT02119,DLI23SDA000005,2026-01-03,Present,Yes,No
ATT04830,DLI23SDA000062,2024-10-26,Present,N,NO
ATT04706,DLI23SDA000059,2025-09-28,Present,No,NO
ATT01532,DLI22SDA000057,2025-01-26,Present,no,NO
ATT09106,DLI25SDA000012,2026-07-11,Present,no,No
ATT05043,DLI23SDA000066,2025-10-05,Present,No,No
ATT05461,DLI24SDA000005,2024-09-14,Present,No,No
ATT07665,DLI24SDA000048,2024-12-15,Present,No,NO
ATT02860,DLI23SDA000021,2024-10-13,Present,no,No
ATT01073,DLI22SDA000040,2025-01-26,Present,N,N
ATT09020,DLI25SDA000009,2025-11-15,Present,No,NO
ATT06802,DLI24SDA000031,2025-03-02,Present,No,No
ATT09502,DLI25SDA000029,2026-01-03,Present,No,No
ATT09795,DLI25SDA000041,2026-02-28,Present,no,N
ATT02245,DLI23SDA000008,2025-01-05,Present,NO,N
ATT06859,DLI24SDA000032,2025-08-17,Present,no,NO
ATT01945,DLI23SDA000002,2024-09-14,Present,NO,no
ATT07967,DLI24SDA000054,2024-11-10,Present,no,no
ATT06701,DLI24SDA000029,2025-03-29,Present,N,No
ATT02021,DLI23SDA000003,2025-11-15,Present,No,No
ATT03613,DLI23SDA000036,2026-03-21,Present,no,no
ATT03716,DLI23SDA000039,2024-08-08,Present,No,no
ATT02793,DLI23SDA000019,2026-01-24,Present,No,no
ATT08319,DLI24SDA000061,2024-10-04,Present,N,no
ATT01870,DLI22SDA000070,2024-09-14,P,N,no
ATT09261,DLI25SDA000019,2025-12-08,Present,No,no
ATT07409,DLI24SDA000043,2024-12-07,Present,N,No
ATT03067,DLI23SDA000025,2025-04-27,Present,No,no
ATT03376,DLI23SDA000031,2026-04-25,Present,N,NO
ATT06122,DLI24SDA000018,2024-09-01,PRESENT,No,N
ATT09263,DLI25SDA000019,2026-01-17,Present,Yes,no
ATT03818,DLI23SDA000041,2024-09-22,Absent,no,Yes
ATT03050,DLI23SDA000025,2024-09-22,Absent,NO,NO
ATT07584,DLI24SDA000046,2026-01-24,Present,N,No
ATT05726,DLI24SDA000010,2024-12-07,Present,N,No
ATT00757,DLI22SDA000029,2024-08-04,PRESENT,No,N
ATT00597,DLI22SDA000023,2024-08-17,Present,N,N
ATT03310,DLI23SDA000030,2025-08-17,Present,NO,N
ATT01304,DLI22SDA000049,2024-09-22,Present,N,no
ATT06081,DLI24SDA000017,2024-11-17,Present,no,no
ATT00656,DLI22SDA000025,2024-09-22,Present,NO,N
ATT04332,DLI23SDA000051,2026-02-28,present,No,No
ATT03804,DLI23SDA000040,2026-02-28,Present,No,N
ATT06754,DLI24SDA000030,2025-04-27,Present,NO,No
ATT00824,DLI22SDA000031,2024-11-10,Absent,N,N
ATT06871,DLI24SDA000032,2026-01-31,Present,NO,No
ATT03674,DLI23SDA000038,2024-09-22,Present,N,N
ATT07653,DLI24SDA000048,2024-09-08,Present,No,no
ATT08664,DLI24SDA000067,2026-05-17,Present,no,NO
ATT10774,DLI23SDA008046,2026-07-25,Present,Yes,N
ATT09566,DLI25SDA000032,2025-08-24,PRESENT,No,no
ATT01916,DLI23SDA000001,2025-05-03,Present,no,no
ATT01148,DLI22SDA000043,2024-11-10,Present,N,NO
ATT04665,DLI23SDA000058,2026-01-24,Present,N,NO
ATT01655,DLI22SDA000062,2024-09-22,Present,No,no
ATT08991,DLI25SDA000008,2025-09-06,Absent,N,No
ATT07349,DLI24SDA000042,2024-09-22,Present,N,No
ATT04000,DLI23SDA000044,2026-04-25,Present,no,N
ATT04928,DLI23SDA000064,2024-11-10,Present,NO,no
ATT00106,DLI22SDA000004,2025-04-27,present,N,no
ATT04729,DLI23SDA000060,2024-09-14,present,No,No
ATT10125,DLI25SDA000055,2025-12-08,Present,No,No
ATT00070,DLI22SDA000003,2024-11-30,Present,no,No
ATT00155,DLI22SDA000006,2025-01-26,Present,No,no
ATT04100,DLI23SDA000047,2024-08-08,Present,No,No
ATT08004,DLI24SDA000054,2026-07-25,Absent,N,no
ATT06687,DLI24SDA000029,2024-10-04,Present,no,no
ATT10392,DLI25SDA000066,2026-01-24,Absent,no,Y
ATT04259,DLI23SDA000050,2024-12-07,Present,No,N
ATT02338,DLI23SDA000010,2024-11-30,Present,No,No
ATT01057,DLI22SDA000040,2024-08-24,Present,N,No
ATT03425,DLI23SDA000032,2026-05-02,Present,Y,No
ATT05051,DLI23SDA000066,2026-02-08,Present,No,NO
ATT05279,DLI24SDA000001,2025-08-24,Present,NO,N
ATT10295,DLI25SDA000062,2026-01-17,Present,No,N
ATT10040,DLI25SDA000051,2026-05-02,Present,NO,No
ATT10801,DLI23SDA008782,2026-01-17,PRESENT,N,No
ATT01358,DLI22SDA000051,2024-09-22,Present,No,no
ATT09162,DLI25SDA000015,2025-10-05,Present,No,N
ATT02625,DLI23SDA000016,2024-11-17,Present,yes,NO
ATT07194,DLI24SDA000039,2024-09-08,Present,no,No
ATT03644,DLI23SDA000037,2025-05-03,Present,N,No
ATT07976,DLI24SDA000054,2025-03-29,Present,YES,no
ATT01624,DLI22SDA000061,2024-08-24,Present,No,NO
ATT00050,DLI22SDA000002,2025-03-29,Present,no,No
ATT04245,DLI23SDA000050,2024-08-17,Present,N,No
ATT02675,DLI23SDA000017,2024-12-07,Absent,No,Yes
ATT02251,DLI23SDA000008,2025-04-27,PRESENT,No,No
ATT00993,DLI22SDA000037,2025-02-01,Present,N,NO
ATT03054,DLI23SDA000025,2024-10-26,Present,NO,no
ATT03992,DLI23SDA000044,2026-01-17,Present,no,N
ATT00197,DLI22SDA000008,2024-09-22,Present,No,No
ATT01843,DLI22SDA000069,2024-09-14,Present,No,No
ATT09125,DLI25SDA000013,2026-03-28,Present,NO,No
ATT06862,DLI24SDA000032,2025-09-21,Present,no,NO
ATT09685,DLI25SDA000037,2025-08-17,Present,No,No
ATT07386,DLI24SDA000042,2026-04-18,Present,NO,N
ATT05563,DLI24SDA000007,2024-09-14,Absent,No,N
ATT07053,DLI24SDA000036,2024-12-15,P,No,NO
ATT09167,DLI25SDA000015,2026-01-17,Present,No,N
ATT04915,DLI23SDA000064,2024-08-04,Present,no,No
ATT03928,DLI23SDA000043,2025-03-02,Present,No,NO
ATT01854,DLI22SDA000069,2024-12-15,Present,No,No
ATT01186,DLI22SDA000044,2025-04-27,Present,no,No
ATT05758,DLI24SDA000010,2026-07-11,Present,NO,N
ATT07471,DLI24SDA000044,2025-08-17,Present,No,No
ATT00520,DLI22SDA000020,2024-09-14,Present,NO,No
ATT02193,DLI23SDA000007,2024-11-17,Present,no,No
ATT08371,DLI24SDA000062,2024-10-13,Present,No,No
ATT03357,DLI23SDA000031,2025-05-10,Present,N,No
ATT02964,DLI23SDA000023,2024-12-15,Present,N,No
ATT07425,DLI24SDA000043,2025-10-05,Present,N,NO
ATT07981,DLI24SDA000054,2025-08-17,present,No,no
ATT01606,DLI22SDA000060,2024-10-31,PRESENT,NO,No
ATT06575,DLI24SDA000026,2026-07-18,Present,No,No
ATT00108,DLI22SDA000004,2025-05-10,Absent,N,no
ATT05549,DLI24SDA000006,2026-03-28,Present,no,NO
ATT03516,DLI23SDA000034,2026-02-28,Present,NO,No
ATT09449,DLI25SDA000027,2025-09-28,Absent,no,NO
ATT04228,DLI23SDA000049,2025-10-16,Present,Y,N
ATT09384,DLI25SDA000024,2026-01-24,Present,NO,N
ATT08974,DLI25SDA000007,2026-01-03,Absent,N,no
ATT07956,DLI24SDA000054,2024-08-17,Present,No,No
ATT00904,DLI22SDA000034,2024-10-31,Present,NO,No
ATT00872,DLI22SDA000033,2024-09-22,P,N,no
ATT06469,DLI24SDA000024,2026-04-25,present,NO,NO
ATT10245,DLI25SDA000060,2025-12-08,Present,No,NO
ATT09999,DLI25SDA000050,2025-09-06,Present,NO,no
ATT04094,DLI23SDA000046,2026-03-28,Absent,N,no
ATT09922,DLI25SDA000046,2026-07-11,Present,No,No
ATT10273,DLI25SDA000061,2026-01-31,Present,N,N
ATT10002,DLI25SDA000050,2025-10-05,Present,No,N
ATT00038,DLI22SDA000002,2024-10-20,PRESENT,NO,NO
ATT06415,DLI24SDA000023,2026-03-21,Present,No,No
ATT00576,DLI22SDA000022,2024-10-04,Present,NO,No
ATT02817,DLI23SDA000020,2024-11-17,Present,No,NO
ATT04453,DLI23SDA000054,2025-01-05,Absent,No,NO
ATT05750,DLI24SDA000010,2026-02-08,P,no,no
ATT05421,DLI24SDA000004,2024-12-15,absent,NO,no
ATT08627,DLI24SDA000067,2024-10-20,Present,N,N
ATT00093,DLI22SDA000004,2024-10-26,present,No,No
ATT08592,DLI24SDA000066,2025-05-10,Present,NO,No
ATT10256,DLI25SDA000060,2026-05-02,Present,no,NO
ATT01766,DLI22SDA000066,2024-10-20,Present,no,N
ATT08417,DLI24SDA000063,2024-09-01,Present,No,N
ATT09919,DLI25SDA000046,2026-04-25,P,N,No
ATT03718,DLI23SDA000039,2024-08-24,Present,YES,NO
ATT06177,DLI24SDA000019,2024-10-04,Present,No,N
ATT10436,DLI25SDA000068,2025-11-15,P,N,N
ATT10890,DLI23SDA008046,2025-03-29,P,N,Yes
ATT10386,DLI25SDA000066,2025-10-05,Present,no,N
ATT07094,DLI24SDA000037,2024-09-22,Present,NO,No
ATT05041,DLI23SDA000066,2025-09-21,Present,No,N
ATT02943,DLI23SDA000022,2026-04-18,Present,no,No
ATT03422,DLI23SDA000032,2026-03-28,Present,N,No
ATT05724,DLI24SDA000010,2024-11-17,Present,No,N
ATT01938,DLI23SDA000001,2026-05-17,Absent,N,Y
ATT08492,DLI24SDA000064,2025-08-24,Present,N,No
ATT04996,DLI23SDA000065,2025-10-16,Present,No,N
ATT07880,DLI24SDA000052,2025-08-24,Present,NO,NO
ATT05325,DLI24SDA000002,2025-04-12,Present,N,NO
ATT02859,DLI23SDA000021,2024-10-04,Present,No,NO
ATT01925,DLI23SDA000001,2025-11-15,Present,No,no
ATT05541,DLI24SDA000006,2025-12-08,Present,N,No
ATT02438,DLI23SDA000012,2025-01-26,Present,no,No
ATT02485,DLI23SDA000013,2025-01-05,Present,N,NO
ATT07513,DLI24SDA000045,2025-01-05,Present,no,NO
ATT01974,DLI23SDA000002,2025-12-08,Present,no,No
ATT01706,DLI22SDA000064,2024-09-01,Present,NO,No
ATT08577,DLI24SDA000066,2024-10-26,Present,NO,No
ATT04605,DLI23SDA000057,2025-05-10,Present,Yes,N
ATT08224,DLI24SDA000059,2024-11-30,Present,yes,no
ATT10201,DLI25SDA000058,2026-01-31,Present,NO,no
ATT03568,DLI23SDA000035,2026-04-25,Present,no,no
ATT06166,DLI24SDA000018,2026-07-11,Present,no,no
ATT01445,DLI22SDA000054,2024-11-10,Present,N,No
ATT06501,DLI24SDA000025,2025-05-10,P,NO,No
ATT06413,DLI24SDA000023,2026-02-08,PRESENT,No,no
ATT07936,DLI24SDA000053,2025-10-16,Present,N,NO
ATT02090,DLI23SDA000005,2024-09-22,Present,N,N
ATT03853,DLI23SDA000041,2026-03-21,Present,no,NO
ATT03780,DLI23SDA000040,2024-12-15,Absent,N,YES
ATT09984,DLI25SDA000049,2026-01-24,Present,no,No
ATT09025,DLI25SDA000009,2026-01-31,Present,N,No
ATT06223,DLI24SDA000020,2024-08-24,ABSENT,no,no
ATT04308,DLI23SDA000051,2024-12-15,Present,No,No
ATT10185,DLI25SDA000057,2026-05-17,Absent,No,YES
ATT03094,DLI23SDA000026,2024-08-24,Present,NO,No
ATT01700,DLI22SDA000063,2025-05-03,Present,No,no
ATT09975,DLI25SDA000049,2025-09-06,Present,NO,NO
ATT10533,DLI26SDA000003,2026-07-25,Present,no,NO
ATT06272,DLI24SDA000021,2024-08-08,Present,No,no
ATT01063,DLI22SDA000040,2024-10-13,Present,No,No
ATT09784,DLI25SDA000041,2025-09-21,Present,No,No
ATT03738,DLI23SDA000039,2025-04-12,Present,NO,No
ATT05838,DLI24SDA000012,2025-05-10,Present,N,N
ATT07825,DLI24SDA000051,2025-04-27,Present,NO,No
ATT06135,DLI24SDA000018,2024-12-15,PRESENT,No,NO
ATT08400,DLI24SDA000062,2026-01-24,Present,No,no
ATT06830,DLI24SDA000031,2026-07-18,Present,no,No
ATT10048,DLI25SDA000052,2025-09-21,Present,No,No
ATT06430,DLI24SDA000024,2024-09-14,Absent,No,no
ATT03063,DLI23SDA000025,2025-02-01,Present,No,no
ATT10856,DLI23SDA008782,2026-05-02,Present,no,Y
ATT07558,DLI24SDA000046,2024-10-31,Absent,N,NO
